rank,company,industry,revenue,employees,ticker,marketCap,sector,country,exchange,currency
87,USAA,Insurance: Property and Casualty (Stock),36296.0,35935.0,UIPMX,,,,,
88,Deere,Construction and Farm Machinery,35540.0,69634.0,DE,,,,,
89,Abbott Laboratories,Medical Products and Equipment,34608.0,109000.0,ABT,,,,,
90,Northwestern Mutual,"Insurance: Life, Health (Mutual)",33782.0,6641.0,NWE,,,,,
92,Exelon,Utilities: Gas and Electric,33039.0,32340.0,EXC,,,,,
94,Honeywell International,"Electronics, Electrical Equipment",32637.0,103000.0,HON,,,,,
95,Thermo Fisher Scientific,"Scientific, Photographic and Control Equipment",32218.0,84362.0,TMO,,,,,
96,3M,Chemicals,32184.0,94987.0,MMM,,,,,
97,TJX,Specialty Retailers: Apparel,32137.0,320000.0,TJX,,,,,
98,Travelers,Insurance: Property and Casualty (Stock),31981.0,30294.0,TRV,,,,,
99,Capital One Financial,Commercial Banks,31643.0,51985.0,COF,,,,,
100,Tesla,Motor Vehicles & Parts,31536.0,70757.0,TSLA,,,,,
1,Walmart,General Merchandisers,523964.0,2200000.0,WMT,,,,,
2,Amazon,Internet Services and Retailing,280522.0,798000.0,AMZN,,,,,
3,Exxon Mobil,Petroleum Refining,264938.0,74900.0,XOM,,,,,
4,Apple,"Computers, Office Equipment",260174.0,137000.0,AAPL,,,,,
5,CVS Health,Health Care: Pharmacy and Other Services,256776.0,290000.0,CVS,,,,,
7,UnitedHealth Group,Health Care: Insurance and Managed Care,242155.0,325000.0,UNH,,,,,
8,McKesson,Wholesalers: Health Care,214319.0,70000.0,MCK,,,,,
9,AT&T,Telecommunications,181193.0,247800.0,ATT.L,,,,,
11,Alphabet,Internet Services and Retailing,161857.0,118899.0,GOOGL,,,,,
12,Ford Motor,Motor Vehicles & Parts,155900.0,190000.0,F,,,,,
13,Cigna,Health Care: Pharmacy and Other Services,153566.0,73700.0,CI,,,,,
14,Costco Wholesale,General Merchandisers,152703.0,201500.0,COST,,,,,
15,Chevron,Petroleum Refining,146516.0,48200.0,CVX,,,,,
16,Cardinal Health,Wholesalers: Health Care,145534.0,49500.0,CAH,,,,,
17,JPMorgan Chase,Commercial Banks,142422.0,256981.0,JPM,,,,,
18,General Motors,Motor Vehicles & Parts,137237.0,164000.0,GM,,,,,
20,Verizon Communications,Telecommunications,131868.0,135000.0,VZ,,,,,
21,Microsoft,Computer Software,125843.0,144000.0,MSFT,,,,,
22,Marathon Petroleum,Petroleum Refining,124813.0,60910.0,MPC,,,,,
23,Kroger,Food & Drug Stores,122286.0,435000.0,KR,,,,,
24,Fannie Mae,Diversified Financials,120304.0,7500.0,FNMA,,,,,
25,Bank of America,Commercial Banks,113589.0,208131.0,BAC,,,,,
26,Home Depot,Specialty Retailers: Other,110225.0,415700.0,HD,,,,,
27,Phillips 66,Petroleum Refining,109559.0,14500.0,PSX,,,,,
28,Comcast,Telecommunications,108942.0,190000.0,CMCSA,,,,,
29,Elevance Health,Health Care: Insurance and Managed Care,104213.0,70600.0,ELV,,,,,
30,Wells Fargo,Commercial Banks,103915.0,259800.0,WFC,,,,,
31,Citigroup,Commercial Banks,103449.0,200000.0,C,,,,,
32,Valero Energy,Petroleum Refining,102729.0,10222.0,VLO,,,,,
33,General Electric,Industrial Machinery,95214.0,205000.0,GE,,,,,
34,Dell Technologies,"Computers, Office Equipment",92154.0,165000.0,DELL,,,,,
35,Johnson & Johnson,Pharmaceuticals,82059.0,132200.0,JNJ,,,,,
37,Target,General Merchandisers,78112.0,368000.0,TGT,,,,,
38,IBM,Information Technology Services,77147.0,383800.0,IBM,,,,,
40,Boeing,Aerospace & Defense,76559.0,161100.0,BA,,,,,
41,Freddie Mac,Diversified Financials,75125.0,6892.0,FMCC,,,,,
42,Centene,Health Care: Insurance and Managed Care,74639.0,56600.0,CNC,,,,,
44,Lowe's,Specialty Retailers: Other,72148.0,260000.0,X1G.PA,,,,,
45,Intel,Semiconductors and Other Electronic Components,71965.0,110800.0,INTC,,,,,
46,Meta Platforms,Internet Services and Retailing,70697.0,44942.0,META,,,,,
47,FedEx,"Mail, Package, and Freight Delivery",69693.0,389500.0,FDX,,,,,
48,MetLife,"Insurance: Life, Health (Stock)",69620.0,49000.0,MET,,,,,
49,Walt Disney,Entertainment,69570.0,223000.0,DIS,,,,,
50,Procter & Gamble,Household and Personal Products,67684.0,97000.0,PG,,,,,
51,PepsiCo,Food Consumer Products,67161.0,267000.0,PEP,,,,,
52,Humana,Health Care: Insurance and Managed Care,64888.0,46000.0,HUM.ST,,,,,
53,Prudential Financial,"Insurance: Life, Health (Stock)",64807.0,51511.0,PRU,,,,,
54,Archer Daniels Midland,Food Production,64656.0,38100.0,ADM,,,,,
55,Albertsons,Food & Drug Stores,60535.0,267000.0,ACI,,,,,
56,Sysco,Wholesalers: Food and Grocery,60114.0,69000.0,SYY,,,,,
57,Lockheed Martin,Aerospace & Defense,59812.0,110000.0,LMT,,,,,
58,HP,"Computers, Office Equipment",58756.0,56000.0,HP,,,,,
59,Energy Transfer,Pipelines,54213.0,12812.0,ET,,,,,
60,Goldman Sachs Group,Commercial Banks,53922.0,38300.0,GS,,,,,
61,Morgan Stanley,Commercial Banks,53823.0,60431.0,MS,,,,,
62,Caterpillar,Construction and Farm Machinery,53800.0,102300.0,CAT,,,,,
63,Cisco Systems,Network and Other Communications Equipment,51904.0,75900.0,CSCO,,,,,
64,Pfizer,Pharmaceuticals,51750.0,88300.0,PFIZER.NS,,,,,
65,HCA Healthcare,Health Care: Medical Facilities,51336.0,245000.0,HCA,,,,,
66,AIG,Insurance: Property and Casualty (Stock),49746.0,46000.0,AIG,,,,,
67,American Express,Diversified Financials,47020.0,64500.0,AXP,,,,,
68,Delta Air Lines,Airlines,47007.0,91224.0,DAL,,,,,
69,Merck,Pharmaceuticals,46840.0,71000.0,MRK,,,,,
70,American Airlines Group,Airlines,45768.0,133700.0,AAL,,,,,
71,Charter Communications,Telecommunications,45764.0,95100.0,CHTR,,,,,
72,Allstate,Insurance: Property and Casualty (Stock),44675.0,46035.0,ALL,,,,,
73,New York Life Insurance,"Insurance: Life, Health (Mutual)",44117.0,11519.0,601336.SS,,,,,
75,Best Buy,Specialty Retailers: Other,43638.0,125000.0,BBY,,,,,
76,United Airlines Holdings,Airlines,43259.0,96000.0,UAL,,,,,
78,Dow,Chemicals,42951.0,36500.0,DOW,,,,,
79,Tyson Foods,Food Production,42405.0,141000.0,TSN,,,,,
80,TJX,Specialty Retailers: Apparel,41717.0,286000.0,TJX,,,,,
81,TIAA,"Insurance: Life, Health (Mutual)",40454.0,16533.0,TILIX,,,,,
82,Oracle,Computer Software,39506.0,136000.0,ORCL,,,,,
83,General Dynamics,Aerospace & Defense,39350.0,102900.0,GD,,,,,
84,Deere,Construction and Farm Machinery,39258.0,73489.0,DE,,,,,
85,Nike,Apparel,39117.0,76700.0,NKE,,,,,
86,Progressive,Insurance: Property and Casualty (Stock),39022.0,41571.0,PGR,,,,,
90,Tech Data,Wholesalers: Electronics and Office Equipment,36998.0,15000.0,TECH.OL,,,,,
91,World Fuel Services,Energy,36819.0,5500.0,WFK.BE,,,,,
92,Honeywell International,"Electronics, Electrical Equipment",36709.0,113000.0,HON,,,,,
93,ConocoPhillips,"Mining, Crude-Oil Production",36670.0,10400.0,COP,,,,,
94,USAA,Insurance: Property and Casualty (Stock),35617.0,35076.0,UIPMX,,,,,
95,Exelon,Utilities: Gas and Electric,34438.0,32713.0,EXC,,,,,
96,Northrop Grumman,Aerospace & Defense,33841.0,90000.0,NOC,,,,,
97,Capital One Financial,Commercial Banks,33766.0,51900.0,COF,,,,,
98,Plains GP Holdings,Pipelines,33669.0,5000.0,PAGP,,,,,
99,AbbVie,Pharmaceuticals,33266.0,30000.0,ABBV,,,,,
100,StoneX Group,Diversified Financials,32897.0,2012.0,SNEX,,,,,
1,Walmart,General Merchandisers,500343.0,2300000.0,WMT,,,,,
2,Exxon Mobil,Petroleum Refining,244363.0,71200.0,XOM,,,,,
4,Apple,"Computers, Office Equipment",229234.0,123000.0,APLE,,,,,
5,UnitedHealth Group,Health Care: Insurance and Managed Care,201159.0,260000.0,UNH,,,,,
6,McKesson,Wholesalers: Health Care,198533.0,64500.0,MCK,,,,,
7,CVS Health,Health Care: Pharmacy and Other Services,184765.0,203000.0,CVS,,,,,
9,AT&T,Telecommunications,160546.0,254000.0,ATT.L,,,,,
10,General Motors,Motor Vehicles & Parts,157311.0,180000.0,GM,,,,,
11,Ford Motor,Motor Vehicles & Parts,156776.0,202000.0,F,,,,,
13,Chevron,Petroleum Refining,134533.0,51900.0,CVX,,,,,
14,Cardinal Health,Wholesalers: Health Care,129976.0,40400.0,CAH,,,,,
15,Costco,General Merchandisers,129025.0,182000.0,COST,,,,,
16,Verizon,Telecommunications,126034.0,155400.0,VZ,,,,,
17,Kroger,Food & Drug Stores,122662.0,449000.0,KR,,,,,
18,General Electric,Industrial Machinery,122274.0,313000.0,GE,,,,,
20,JPMorgan Chase,Commercial Banks,113899.0,252539.0,JPM,,,,,
21,Fannie Mae,Diversified Financials,112394.0,7200.0,FNMA,,,,,
22,Alphabet,Internet Services and Retailing,110855.0,80110.0,GOOGL,,,,,
23,Home Depot,Specialty Retailers: Other,100904.0,413000.0,HD,,,,,
24,Bank of America Corp.,Commercial Banks,100264.0,209376.0,BAC,,,,,
25,Express Scripts Holding,Health Care: Pharmacy and Other Services,100065.0,26600.0,ESH.BE,,,,,
26,Wells Fargo,Commercial Banks,97741.0,262700.0,WFC,,,,,
27,Boeing,Aerospace & Defense,93392.0,140800.0,BA,,,,,
28,Phillips 66,Petroleum Refining,91568.0,14600.0,PSX,,,,,
30,Microsoft,Computer Software,89950.0,124000.0,MSFT,,,,,
31,Valero Energy,Petroleum Refining,88407.0,10015.0,VLO,,,,,
32,Citigroup,Commercial Banks,87966.0,209000.0,C,,,,,
33,Comcast,Telecommunications,84526.0,164000.0,CMCSA,,,,,
34,IBM,Information Technology Services,79139.0,366000.0,IBM,,,,,
35,Dell Technologies,"Computers, Office Equipment",78660.0,145000.0,DELL,,,,,
37,Johnson & Johnson,Pharmaceuticals,76450.0,134000.0,JNJ,,,,,
38,Freddie Mac,Diversified Financials,74676.0,6165.0,FMCC,,,,,
39,Target,General Merchandisers,71879.0,345000.0,TGT,,,,,
40,Lowe's,Specialty Retailers: Other,68619.0,255000.0,X1G.PA,,,,,
41,Marathon Petroleum,Petroleum Refining,67610.0,43800.0,MPC,,,,,
42,Procter & Gamble,Household and Personal Products,66217.0,95000.0,PG,,,,,
43,MetLife,"Insurance: Life, Health (Stock)",66153.0,49000.0,MET,,,,,
44,UPS,"Mail, Package, and Freight Delivery",65872.0,346415.0,UPS,,,,,
45,PepsiCo,Food Consumer Products,63525.0,263000.0,PEP,,,,,
46,Intel,Semiconductors and Other Electronic Components,62761.0,102700.0,INTC,,,,,
48,Archer Daniels Midland,Food Production,60828.0,31300.0,ADM,,,,,
50,FedEx,"Mail, Package, and Freight Delivery",60319.0,357000.0,FDX,,,,,
52,Prudential Financial,"Insurance: Life, Health (Stock)",59689.0,49705.0,PRU,,,,,
54,Sysco,Wholesalers: Food and Grocery,55371.0,66500.0,SYY,,,,,
55,Disney,Entertainment,55137.0,199000.0,DIS,,,,,
56,Humana,Health Care: Insurance and Managed Care,53767.0,45900.0,HUM.ST,,,,,
57,Pfizer,Pharmaceuticals,52546.0,90200.0,PFIZER.NS,,,,,
58,HP,"Computers, Office Equipment",52056.0,49000.0,HP,,,,,
59,Lockheed Martin,Aerospace & Defense,51048.0,100000.0,LMT,,,,,
60,AIG,Insurance: Property and Casualty (Stock),49520.0,49800.0,AIG,,,,,
61,Centene,Health Care: Insurance and Managed Care,48572.0,33700.0,CNC,,,,,
62,Cisco Systems,Network and Other Communications Equipment,48005.0,72900.0,CSCO,,,,,
63,HCA Healthcare,Health Care: Medical Facilities,47653.0,221491.0,HCA,,,,,
64,Energy Transfer Equity,Pipelines,47487.0,29486.0,ET,,,,,
65,Caterpillar,Construction and Farm Machinery,45462.0,98400.0,CAT,,,,,
67,Morgan Stanley,Commercial Banks,43642.0,57633.0,MS,,,,,
69,New York Life Insurance,"Insurance: Life, Health (Mutual)",42296.0,11114.0,601336.SS,,,,,
70,Goldman Sachs Group,Commercial Banks,42254.0,36600.0,GS,,,,,
71,American Airlines Group,Airlines,42207.0,126600.0,AAL,,,,,
72,Best Buy,Specialty Retailers: Other,42151.0,125000.0,BBY,,,,,
73,Cigna,Health Care: Insurance and Managed Care,41616.0,46000.0,CI,,,,,
74,Charter Communications,Telecommunications,41581.0,94800.0,CHTR,,,,,
75,Delta Air Lines,Airlines,41244.0,86564.0,DAL,,,,,
77,Honeywell International,"Electronics, Electrical Equipment",40534.0,131000.0,HON,,,,,
78,Merck,Pharmaceuticals,40122.0,69000.0,MRK,,,,,
79,Allstate,Insurance: Property and Casualty (Stock),38524.0,42680.0,ALL,,,,,
80,Tyson Foods,Food Production,38260.0,122000.0,TSN,,,,,
81,United Continental Holdings,Airlines,37736.0,89800.0,UAL,,,,,
82,Oracle,Computer Software,37728.0,138000.0,ORCL,,,,,
83,Tech Data,Wholesalers: Electronics and Office Equipment,36775.0,14000.0,TECH.OL,,,,,
84,TIAA,"Insurance: Life, Health (Mutual)",36025.0,16829.0,TILIX,,,,,
85,TJX,Specialty Retailers: Apparel,35865.0,249000.0,TJX,,,,,
86,American Express,Diversified Financials,35583.0,55000.0,AXP,,,,,
89,Nike,Apparel,34350.0,74400.0,NKE,,,,,
91,World Fuel Services,Energy,33696.0,5000.0,WFK.BE,,,,,
92,Exelon,Utilities: Gas and Electric,33531.0,34621.0,EXC,,,,,
95,ConocoPhillips,"Mining, Crude-Oil Production",32584.0,11400.0,COP,,,,,
97,3M,Miscellaneous,31657.0,91536.0,MMM,,,,,
98,Time Warner,Entertainment,31271.0,26000.0,T,,,,,
99,General Dynamics,Aerospace & Defense,30973.0,98600.0,GD,,,,,
100,USAA,Insurance: Property and Casualty (Stock),30016.0,32705.0,UIPMX,,,,,
1,"Wal-Mart Stores, Inc.",General Merchandisers,421849.0,,WMT,,,,,
2,Exxon Mobil Corporation,Petroleum Refining,354674.0,,XOM,,,,,
3,Chevron Corporation,Petroleum Refining,196337.0,,CVX,,,,,
4,ConocoPhillips,Petroleum Refining,184966.0,,COP,,,,,
5,Fannie Mae,Diversified Financials,153825.0,,FNMA,,,,,
6,General Electric Company,Diversified Financials,151628.0,,GE,,,,,
8,General Motors Corporation,Motor Vehicles & Parts,135592.0,,GM,,,,,
9,Bank of America Corporation,Commercial Banks,134194.0,,BAC,,,,,
10,Ford Motor Company,Motor Vehicles & Parts,128954.0,,F,,,,,
12,AT&T Inc.,Telecommunications,124629.0,,ATT.L,,,,,
13,J.P. Morgan Chase & Co.,Commercial Banks,115475.0,,JPM,,,,,
14,"Citigroup, Inc.",Commercial Banks,111055.0,,C,,,,,
15,McKesson Corporation,Wholesalers: Health Care,108702.0,,MCK,,,,,
16,Verizon Communications Inc.,Telecommunications,106565.0,,VZ,,,,,
17,"American International Group,Inc.",Insurance: Property and Casualty (Stock),104417.0,,AIG,,,,,
18,International Business Machines Corporation,Information Technology Services,99870.0,,IBM,,,,,
19,"Cardinal Health, Inc.",Wholesalers: Health Care,98601.9,,CAH,,,,,
20,Freddie Mac,Diversified Financials,98368.0,,FMCC,,,,,
21,CVS Caremark Corporation,Food & Drug Stores,96413.0,,CVS,,,,,
22,UnitedHealth Group Incorporated,Health Care: Insurance and Managed Care,94155.0,,UNH,,,,,
23,Wells Fargo & Company,Commercial Banks,93249.0,,WFC,,,,,
24,Valero Energy Corporation,Petroleum Refining,86034.0,,VLO,,,,,
25,The Kroger Company,Food & Drug Stores,82189.4,,KR,,,,,
28,Costco Wholesale Corporation,Specialty Retailers: Other,77946.0,,COST,,,,,
30,"The Home Depot, Inc.",Specialty Retailers: Other,67997.0,,THD,,,,,
31,Pfizer Inc.,Pharmaceuticals,67809.0,,PFIZER.NS,,,,,
33,Target Corporation,General Merchandisers,67390.0,,TGT,,,,,
36,The Boeing Company,Aerospace & Defense,64306.0,,BA,,,,,
38,Microsoft Corporation,Computer Software,62484.0,,MSFT,,,,,
40,Johnson & Johnson,Pharmaceuticals,61587.0,,JNJ,,,,,
43,"PepsiCo, Inc.",Food Consumer Products,57838.0,,PEP,,,,,
45,The Dow Chemical Company,Chemicals,53674.0,,TDC,,,,,
46,"MetLife, Inc.","Insurance: Life, Health (Stock)",52717.0,,MET,,,,,
47,Best Buy Co. Inc.,Specialty Retailers: Other,49694.0,,BBY,,,,,
48,"United Parcel Service, Inc.","Mail, Package, and Freight Delivery",49545.0,,UPS,,,,,
49,Kraft Foods Inc.,Food Consumer Products,49542.0,,1959.T,,,,,
50,"Lowe's Companies, Inc.",Specialty Retailers: Other,48815.0,,LOW,,,,,
52,Lockheed Martin Corporation,Aerospace & Defense,46890.0,,LMT,,,,,
53,"Merck & Co., Inc.",Pharmaceuticals,45987.0,,MRK,,,,,
54,"The Goldman Sachs Group, Inc.",Commercial Banks,45967.0,,TGS,,,,,
56,Intel Corporation,Semiconductors and Other Electronic Components,43623.0,,INTC,,,,,
57,Sears Holdings Corporation,General Merchandisers,43326.0,,SRSCQ,,,,,
58,Caterpillar Inc.,Construction and Farm Machinery,42588.0,,CAT,,,,,
62,"Cisco Systems, Inc.",Network and Other Communications Equipment,40040.0,,CSCO,,,,,
63,Morgan Stanley,Commercial Banks,39320.0,,MS,,,,,
64,"Prudential Financial, Inc.","Insurance: Life, Health (Stock)",38414.0,,PRU,,,,,
65,The Walt Disney Company,Entertainment,38063.0,,DIS,,,,,
66,Comcast Corporation,Telecommunications,37937.0,,CMCSA,,,,,
67,Sysco Corporation,Wholesalers: Food and Grocery,37243.5,,SYY,,,,,
69,Abbott Laboratories,Pharmaceuticals,35166.7,,ABT,,,,,
72,Northrop Grumman Corporation,Aerospace & Defense,34757.0,,NOC,,,,,
73,FedEx Corporation,"Mail, Package, and Freight Delivery",34734.0,,FDX,,,,,
76,"Johnson Controls, Inc.",Motor Vehicles & Parts,34305.0,,JCI,,,,,
81,Honeywell International Inc.,Aerospace & Defense,33370.0,,HON,,,,,
82,Liberty Mutual Holding Company Inc.,Insurance: Property and Casualty (Stock),33193.0,,LBTYA,,,,,
85,Sprint Nextel Corporation,Telecommunications,32563.0,,SIX.AX,,,,,
86,General Dynamics Corporation,Aerospace & Defense,32466.0,,GD,,,,,
88,"Delta Air Lines, Inc.",Airlines,31755.0,,DAL,,,,,
89,The Allstate Corporation,Insurance: Property and Casualty (Stock),31400.0,,ALL,,,,,
91,American Express Company,Commercial Banks,30242.0,,AXP,,,,,
93,"Tyson Foods, Inc.",Food Production,28430.0,,TSN,,,,,
94,Philip Morris International Inc.,Tobacco,27208.0,,PM,,,,,
95,Time Warner Inc.,Entertainment,26888.0,,T,,,,,
96,Oracle Corporation,Computer Software,26820.0,,ORCL,,,,,
97,3M Company,zMiscellaneous,26662.0,,MMM,,,,,
98,Deere & Company,Construction and Farm Machinery,26004.6,,DE,,,,,
99,"Plains All American Pipeline, L.P.",Pipelines,25893.0,,PAA,,,,,
1,Walmart,General Merchandisers,482130.0,2300000.0,WMT,,,,,
2,Exxon Mobil,Petroleum Refining,246204.0,75600.0,XOM,,,,,
3,Apple,"Computers, Office Equipment",233715.0,110000.0,APLE,,,,,
5,McKesson,Wholesalers: Health Care,181241.0,70400.0,MCK,,,,,
6,UnitedHealth Group,Health Care: Insurance and Managed Care,157107.0,200000.0,UNH,,,,,
7,CVS Health,Food & Drug Stores,153290.0,199000.0,CVS,,,,,
8,General Motors,Motor Vehicles & Parts,152356.0,215000.0,GM,,,,,
9,Ford Motor,Motor Vehicles & Parts,149558.0,199000.0,F,,,,,
10,AT&T,Telecommunications,146801.0,281450.0,ATT.L,,,,,
11,General Electric,Industrial Machinery,140389.0,333000.0,GE,,,,,
13,Verizon,Telecommunications,131620.0,177700.0,VZ,,,,,
14,Chevron,Petroleum Refining,131118.0,61500.0,CVX,,,,,
15,Costco,Specialty Retailers: Other,116199.0,161000.0,COST,,,,,
16,Fannie Mae,Diversified Financials,110359.0,7300.0,FNMA,,,,,
17,Kroger,Food & Drug Stores,109830.0,431000.0,KR,,,,,
20,HP,"Computers, Office Equipment",103355.0,287000.0,HP,,,,,
21,Cardinal Health,Wholesalers: Health Care,102531.0,34500.0,CAH,,,,,
22,Express Scripts Holding,Health Care: Pharmacy and Other Services,101752.0,25900.0,ESH.BE,,,,,
23,J.P. Morgan Chase,Commercial Banks,101006.0,234598.0,JPM,,,,,
24,Boeing,Aerospace & Defense,96114.0,161400.0,BA,,,,,
25,Microsoft,Computer Software,93580.0,118000.0,MSFT,,,,,
26,Bank of America Corp.,Commercial Banks,93056.0,213280.0,BAC,,,,,
27,Wells Fargo,Commercial Banks,90033.0,264700.0,WFC,,,,,
28,Home Depot,Specialty Retailers: Other,88519.0,385000.0,HD,,,,,
29,Citigroup,Commercial Banks,88275.0,231000.0,C,,,,,
30,Phillips 66,Petroleum Refining,87169.0,14000.0,PSX,,,,,
31,IBM,Information Technology Services,82461.0,411798.0,IBM,,,,,
32,Valero Energy,Petroleum Refining,81824.0,10103.0,VLO,,,,,
34,Procter & Gamble,Household and Personal Products,78756.0,110000.0,PG,,,,,
36,Alphabet,Internet Services and Retailing,74989.0,61814.0,GOOGL,,,,,
37,Comcast,Telecommunications,74510.0,153000.0,CMCSA,,,,,
38,Target,General Merchandisers,73785.0,341000.0,TGT,,,,,
39,Johnson & Johnson,Pharmaceuticals,70074.0,127100.0,JNJ,,,,,
40,MetLife,"Insurance: Life, Health (Stock)",69951.0,69000.0,MET,,,,,
41,Archer Daniels Midland,Food Production,67702.0,32300.0,ADM,,,,,
42,Marathon Petroleum,Petroleum Refining,64566.0,45440.0,MPC,,,,,
43,Freddie Mac,Diversified Financials,63491.0,5439.0,FMCC,,,,,
44,PepsiCo,Food Consumer Products,63056.0,263000.0,PEP,,,,,
47,Lowe's,Specialty Retailers: Other,59074.0,225000.0,X1G.PA,,,,,
48,UPS,"Mail, Package, and Freight Delivery",58363.0,341240.0,UPS,,,,,
49,AIG,Insurance: Property and Casualty (Stock),58327.0,66400.0,AIG,,,,,
50,Prudential Financial,"Insurance: Life, Health (Stock)",57119.0,49384.0,PRU,,,,,
51,Intel,Semiconductors and Other Electronic Components,55355.0,107300.0,INTC,,,,,
52,Humana,Health Care: Insurance and Managed Care,54289.0,50100.0,HUM.ST,,,,,
53,Disney,Entertainment,52465.0,185000.0,DIS,,,,,
54,Cisco Systems,Network and Other Communications Equipment,49161.0,71833.0,CSCO,,,,,
55,Pfizer,Pharmaceuticals,48851.0,97900.0,PFIZER.NS,,,,,
57,Sysco,Wholesalers: Food and Grocery,48681.0,51700.0,SYY,,,,,
58,FedEx,"Mail, Package, and Freight Delivery",47453.0,323035.0,FDX,,,,,
59,Caterpillar,Construction and Farm Machinery,47011.0,112200.0,CAT,,,,,
60,Lockheed Martin,Aerospace & Defense,46132.0,126000.0,LMT,,,,,
61,New York Life Insurance,"Insurance: Life, Health (Mutual)",45891.0,11463.0,601336.SS,,,,,
65,Energy Transfer Equity,Pipelines,42126.0,30078.0,ET,,,,,
66,Tyson Foods,Food Production,41373.0,113000.0,TSN,,,,,
67,American Airlines Group,Airlines,40990.0,118500.0,AAL,,,,,
68,Delta Air Lines,Airlines,40704.0,82949.0,DAL,,,,,
70,Johnson Controls,Motor Vehicles & Parts,40204.0,139000.0,JCI,,,,,
71,Best Buy,Specialty Retailers: Other,39745.0,125000.0,BBY,,,,,
72,Merck,Pharmaceuticals,39498.0,68000.0,MRK,,,,,
74,Goldman Sachs Group,Commercial Banks,39208.0,36800.0,GS,,,,,
75,Honeywell International,"Electronics, Electrical Equipment",38581.0,129000.0,HON,,,,,
77,Oracle,Computer Software,38226.0,132000.0,ORCL,,,,,
78,Morgan Stanley,Commercial Banks,37897.0,56218.0,MS,,,,,
79,Cigna,Health Care: Insurance and Managed Care,37876.0,39300.0,CI,,,,,
80,United Continental Holdings,Airlines,37864.0,84000.0,UAL,,,,,
81,Allstate,Insurance: Property and Casualty (Stock),35653.0,41350.0,ALL,,,,,
82,TIAA,"Insurance: Life, Health (Mutual)",35181.0,12735.0,TILIX,,,,,
85,American Express,Diversified Financials,34441.0,54800.0,AXP,,,,,
86,Gilead Sciences,Pharmaceuticals,32639.0,8000.0,GILD,,,,,
88,General Dynamics,Aerospace & Defense,31469.0,99900.0,GD,,,,,
89,TJX,Specialty Retailers: Apparel,30945.0,216000.0,TJX,,,,,
90,ConocoPhillips,"Mining, Crude-Oil Production",30935.0,15900.0,COP,,,,,
91,Nike,Apparel,30601.0,62600.0,NKE,,,,,
92,World Fuel Services,Wholesalers: Diversified,30380.0,4700.0,WFK.BE,,,,,
93,3M,Miscellaneous,30274.0,89446.0,MMM,,,,,
94,Mondelez International,Food Consumer Products,29636.0,99000.0,MDLZ,,,,,
95,Exelon,Utilities: Gas and Electric,29447.0,29762.0,EXC,,,,,
97,Deere,Construction and Farm Machinery,28863.0,57180.0,DE,,,,,
99,Time Warner,Entertainment,28118.0,24800.0,T,,,,,
100,Northwestern Mutual,"Insurance: Life, Health (Mutual)",28111.0,5530.0,NWE,,,,,
2,Ford Motor Company,Motor Vehicles & Parts,146991.0,,F,,,,,
4,"Wal-Mart Stores, Inc.",General Merchandisers,106147.0,,WMT,,,,,
5,General Electric Company,"Electronics, Electrical Equipment",79179.0,,GE,,,,,
6,International Business Machines Corporation,"Computers, Office Equipment",75947.0,,IBM,,,,,
7,AT&T Corp.,Telecommunications,74525.0,,ATT.L,,,,,
15,Chevron Corporation,Petroleum Refining,38691.0,,CVX,,,,,
21,"PepsiCo, Inc.",Food Services,31645.0,,PEP,,,,,
23,"American International Group,Inc.",Insurance: Property and Casualty (Stock),28205.3,,AIG,,,,,
24,"Motorola, Inc.","Electronics, Electrical Equipment",27973.0,,MSI,,,,,
26,Lockheed Martin Corporation,Aerospace & Defense,26875.0,,LMT,,,,,
28,The Kroger Company,Food & Drug Stores,25170.9,,KR,,,,,
29,Fannie Mae,Diversified Financials,25054.0,,FNMA,,,,,
32,The Allstate Corporation,Insurance: Property and Casualty (Stock),24299.0,,ALL,,,,,
36,The Boeing Company,Aerospace & Defense,22681.0,,BA,,,,,
39,Johnson & Johnson,Pharmaceuticals,21620.0,,JNJ,,,,,
43,Intel Corporation,Semiconductors,20847.0,,INTC,,,,,
44,International Paper Company,Forest and Paper Products,20143.0,,IP,,,,,
46,Loews Corporation,Insurance: Property and Casualty (Stock),19964.8,,L,,,,,
48,"Merck & Co., Inc.",Pharmaceuticals,19828.7,,MRK,,,,,
51,Xerox Corporation,"Computers, Office Equipment",19521.0,,XRX,,,,,
54,CIGNA Corporation,"Insurance: Life, Health (Stock)",18950.0,,CI,,,,,
55,The Walt Disney Company,Entertainment,18739.0,,DIS,,,,,
64,American Express Company,Diversified Financials,17280.0,,AXP,,,,,
68,"Caterpillar, Inc.",Industrial and Farm Equipment,16522.0,,CAT,,,,,
73,J.P. Morgan & Co. Incorporated,Commercial Banks,15866.0,,JPM,,,,,
90,McKesson Corporation,Wholesalers,13718.8,,MCK,,,,,
2,Ford Motor Company,Motor Vehicles & Parts,144416.0,,F,,,,,
3,"Wal-Mart Stores, Inc.",General Merchandisers,139208.0,,WMT,,,,,
4,Exxon Corporation,Petroleum Refining,100697.0,,XOM,,,,,
5,General Electric Company,"Electronics, Electrical Equipment",100469.0,,GE,,,,,
6,International Business Machines Corporation,"Computers, Office Equipment",81667.0,,IBM,,,,,
7,"Citigroup, Inc.",Diversified Financials,76431.0,,C,,,,,
9,The Boeing Company,Aerospace & Defense,56154.0,,BA,,,,,
